output_10000_200_100000_1.01_0.5, 0.0, 175, 0.04515938606847698, 0.021059891252198943
output_10000_200_100000_1.01_1.0, 0.0, 175, 0.006691596142491636, 0.010775151181968114
output_10000_200_100000_1.01_1.5, 0.0, 175, 0.010526315789473684, 0.014071349905601008
output_10000_200_100000_1.01_2.0, 0.0, 175, 0.007771765863256272, 0.012308929238014108
output_10000_200_100000_1.01_2.5, 0.0, 175, 0.013488234714974894, 0.013911203040069268
output_10000_200_100000_1.01_3.0, 0.0, 175, 0.016236961228104703, 0.014497540923438303
output_10000_200_100000_1.02_0.5, 0.0, 175, 0.04675196850393701, 0.021700234894297565
output_10000_200_100000_1.02_1.0, 0.0, 175, 0.0057097853908249655, 0.009794612962870422
output_10000_200_100000_1.02_1.5, 0.0, 175, 0.009349473477019978, 0.014078210070341374
output_10000_200_100000_1.02_2.0, 0.0, 175, 0.011607318512689356, 0.013065989572509014
output_10000_200_100000_1.02_2.5, 0.0, 175, 0.013876586950103336, 0.01403646231463079
output_10000_200_100000_1.02_3.0, 0.0, 175, 0.01504720692368214, 0.014107325985229104
output_10000_200_100000_1.03_0.5, 0.0, 175, 0.044654273630372776, 0.021020960986775687
output_10000_200_100000_1.03_1.0, 0.0, 175, 0.0052124311565696305, 0.010364921188617577
output_10000_200_100000_1.03_1.5, 0.0, 175, 0.009449748991042426, 0.014253548508684051
output_10000_200_100000_1.03_2.0, 0.0, 175, 0.013172122284478522, 0.014996705641711492
output_10000_200_100000_1.03_2.5, 0.0, 175, 0.011714904508761568, 0.013473082975540574
output_10000_200_100000_1.03_3.0, 0.0, 175, 0.020558725162305724, 0.015271212772287046
output_10000_200_100000_1.04_0.5, 0.0, 175, 0.04079425931387005, 0.02074170331867253
output_10000_200_100000_1.04_1.0, 0.0, 175, 0.006495423678771774, 0.00999520230289461
output_10000_200_100000_1.04_1.5, 0.0, 175, 0.00865460267505901, 0.013572658451889687
output_10000_200_100000_1.04_2.0, 0.0, 175, 0.011403853716083366, 0.013616588507825302
output_10000_200_100000_1.04_2.5, 0.0, 175, 0.006586708611875738, 0.009763134939273973
output_10000_200_100000_1.04_3.0, 0.0, 175, 0.0126893566791265, 0.010782065292678047
output_10000_200_100000_1.05_0.5, 0.0, 175, 0.047183721616042465, 0.021971431141854677
output_10000_200_100000_1.05_1.0, 0.0, 175, 0.006388834283467663, 0.010205611587017582
output_10000_200_100000_1.05_1.5, 0.0, 175, 0.012778924604344835, 0.01465018643022812
output_10000_200_100000_1.05_2.0, 0.0, 175, 0.012680625184311413, 0.01357328625396283
output_10000_200_100000_1.05_2.5, 0.0, 175, 0.013078965483331694, 0.013560624519708358
