caida_9, 0.0, 93, 0.0, 0.0
caida_18, 0.0, 94, 0.0, 0.0
caida_27, 0.0, 95, 2.499998750000625e-07, 1.9574995791375905e-06
caida_36, 0.0, 95, 0.000521248957502085, 0.0002313896066376687
caida_45, 0.0, 96, 0.001383496541258647, 0.0015895090825554725
caida_54, 0.0, 97, 0.16193217613564773, 0.14952995098562671
caida_63, 0.0, 98, 0.7351641620895948, 0.7507920657970585
caida_72, 2.2e-05, 101, 2.5019937420250318, 2.4912215207246775
caida_81, 0.000151, 109, 9.347638283266008, 9.374877766318564
caida_90, 0.016488, 179, 72.56198719006404, 72.55702317376782
caida_99, 0.094488, 238, 126.13429664566509, 126.13731567510308
baidu_14, 0.0, 102, 0.0, 0.0
baidu_28, 0.0, 105, 0.00023999988000006, 0.016203946921250083
baidu_42, 0.0, 107, 0.0031904984047507975, 0.0581321909895104
baidu_56, 0.0, 108, 0.2609124890875109, 0.28513458610848147
baidu_70, 0.0, 114, 3.666369667037916, 3.623984257011807
baidu_84, 0.044443, 247, 111.07538896230552, 111.01145654942717
baidu_98, 0.169986, 264, 126.8275021293734, 126.83145083562123
