output_10000_100_100000_1.01_1 88, 1, 1, 0.5571, 2967.102280424475, 122.35538496274555, 122.11656346297791
output_10000_100_100000_1.01_1 88, 2, 1, 0.3849, 2013.446431474557, 115.29344821980166, 115.46167148106663
output_10000_100_100000_1.01_1 88, 4, 1, 0.2167, 1128.4815524064854, 80.05987488829312, 79.59282472444349
output_10000_100_100000_1.01_1 88, 8, 1, 0.1365, 530.4479444122757, 37.60822235089751, 37.76105222529022
output_10000_100_100000_1.01_1 88, 16, 1, 0.0532, 301.9828897338403, 20.00559780312632, 20.16748308377135
output_10000_100_100000_1.01_1 88, 32, 1, 0.0786, 193.7484263077925, 9.546233991751683, 9.791819559668156
output_10000_100_100000_1.01_2 88, 1, 1, 0.54, 2856.5984782608693, 121.70521739130434, 121.35910284866871
output_10000_100_100000_1.01_2 88, 2, 1, 0.3775, 2070.350361445783, 119.86136546184738, 119.60313497425052
output_10000_100_100000_1.01_2 88, 4, 1, 0.1634, 1300.3981592158739, 99.53036098493904, 99.27526135837381
output_10000_100_100000_1.01_2 88, 8, 1, 0.1488, 624.9272791353384, 44.91153665413534, 45.15308326397971
output_10000_100_100000_1.01_2 88, 16, 1, 0.1142, 321.1342289455859, 20.276473244524723, 20.599114339735298
output_10000_100_100000_1.01_2 88, 32, 1, 0.1176, 192.46282864913871, 9.001246600181323, 9.277017790682592
output_10000_100_100000_1.01_3 88, 1, 1, 0.4766, 2505.122086358426, 121.96331677493313, 122.26348283824508
output_10000_100_100000_1.01_3 88, 2, 1, 0.2952, 1824.093927355278, 119.16728149829738, 118.71919377901396
output_10000_100_100000_1.01_3 88, 4, 1, 0.0925, 797.6502479338843, 63.237575757575755, 62.556853284693005
output_10000_100_100000_1.01_3 88, 8, 1, 0.0814, 420.99379490529066, 30.081101676464186, 30.193106793233493
output_10000_100_100000_1.01_3 88, 16, 1, 0.0469, 234.8088343300808, 13.740635819955934, 14.005589375205492
output_10000_100_100000_1.01_3 88, 32, 1, 0.06, 159.32074468085105, 6.559148936170213, 6.7769804277743955
output_10000_100_100000_1.01_4 88, 1, 1, 0.269, 1754.9545827633378, 117.7467852257182, 118.4453450830692
output_10000_100_100000_1.01_4 88, 2, 1, 0.0156, 604.3178585940675, 50.00396180414466, 50.44846287558977
output_10000_100_100000_1.01_4 88, 4, 1, 0.001, 174.61681681681682, 8.602602602602603, 8.714228700849073
output_10000_100_100000_1.01_4 88, 8, 1, 0.0007, 131.69588712098468, 4.349344541178825, 4.453823802534224
output_10000_100_100000_1.01_4 88, 16, 0, 0.0, 113.8496, 2.5746, 2.679561489416985
output_10000_100_100000_1.01_4 88, 32, 1, 0.004, 109.72650602409638, 2.135943775100402, 2.259671213711088
output_10000_100_100000_1.01_5 88, 1, 1, 0.2428, 1681.6809297411517, 116.81524035921817, 117.02361047132734
output_10000_100_100000_1.01_5 88, 2, 1, 0.0122, 572.6683539177972, 47.47367888236485, 47.02019523376675
output_10000_100_100000_1.01_5 88, 4, 1, 0.0008, 182.2707165732586, 9.339671737389912, 9.49185205895275
output_10000_100_100000_1.01_5 88, 8, 1, 0.0003, 132.4847454236271, 4.389016705011503, 4.543385704005757
output_10000_100_100000_1.01_5 88, 16, 1, 0.0024, 116.61076583801123, 2.8420208500400963, 2.951137363076677
output_10000_100_100000_1.01_5 88, 32, 1, 0.0065, 109.99275289380977, 2.1743331655762455, 2.2818721515951066
output_10000_100_100000_1.02_1 88, 1, 1, 0.6371, 3617.111600992009, 122.26811793882612, 121.43879136468476
output_10000_100_100000_1.02_1 88, 2, 1, 0.4734, 2467.2567413596657, 121.41853399164451, 119.92240183861676
output_10000_100_100000_1.02_1 88, 4, 1, 0.3643, 1096.5996539248074, 62.949189869435266, 62.3060536578674
output_10000_100_100000_1.02_1 88, 8, 1, 0.3085, 542.8124367317425, 30.93000723065799, 30.92459682990861
output_10000_100_100000_1.02_1 88, 16, 1, 0.3047, 311.5987343592694, 15.18740112181792, 15.48241330959934
output_10000_100_100000_1.02_1 88, 32, 1, 0.2429, 215.4945185576542, 9.389512613921543, 9.687569810116484
output_10000_100_100000_1.02_2 88, 1, 1, 0.4307, 2297.2912348498157, 121.05023713332162, 121.11684549356224
output_10000_100_100000_1.02_2 88, 2, 1, 0.2304, 1566.7279106029107, 111.1129158004158, 111.20984300408485
output_10000_100_100000_1.02_2 88, 4, 1, 0.0487, 559.5802585935036, 43.908756438557766, 44.069628064493834
output_10000_100_100000_1.02_2 88, 8, 1, 0.0115, 236.90561456752656, 14.60161861406171, 14.672086963440346
output_10000_100_100000_1.02_2 88, 16, 1, 0.0091, 163.64325360783127, 7.450398627510344, 7.549786139443065
output_10000_100_100000_1.02_2 88, 32, 1, 0.0219, 137.64799100296494, 4.804416726306104, 4.93705881765628
output_10000_100_100000_1.02_3 88, 1, 1, 0.4191, 2248.7342055431227, 121.12256842830091, 121.31718044451395
output_10000_100_100000_1.02_3 88, 2, 1, 0.1432, 1228.7010971055088, 95.77439309056956, 95.06494616472807
output_10000_100_100000_1.02_3 88, 4, 1, 0.0753, 460.9137017411052, 33.98496809776144, 33.994512394079315
output_10000_100_100000_1.02_3 88, 8, 1, 0.0633, 254.05999786484466, 15.336713995943205, 15.48144689390703
output_10000_100_100000_1.02_3 88, 16, 1, 0.0443, 165.32677618499528, 7.297059746782463, 7.42926800143295
